id               cut              feas_iter        end_iter         runtime          num_conscuts     num_sol          used_sol         opt_welfare      alpha            exp_welfare      efficiency       abs_dev          var              std_dev          coeff_var        decomp_obj      
1                central          9                9                17.313763        5                3                3                14995.601361     2.000000         7497.800681      0.600000         7228.288939      52267999.723705  7229.661107      0.964238         1.000000        
2                central          9                100              178.824780       53               4                3                14995.601361     2.000000         7497.800681      0.075472         7228.288939      52267999.723705  7229.661107      0.964238         1.000000        
3                central          9                1000             1656.427295      729              135              6                14995.601361     2.000000         7497.800681      0.185185         6628.369147      44018001.464113  6634.606353      0.884874         1.000000        
4                shallow          9                9                15.475033        5                3                3                14995.601361     2.000000         7497.800681      0.600000         7228.288939      52267999.723705  7229.661107      0.964238         1.000000        
5                shallow          9                100              190.505575       51               12               3                14995.601361     2.000000         7497.800681      0.235294         7228.288939      52267999.723705  7229.661107      0.964238         1.000000        
6                shallow          9                1000             1797.510099      528              161              13               14995.601361     2.000000         7497.800681      0.304924         6550.661366      43166969.950759  6570.157529      0.876278         1.000000        
7                deep             35               35               65.096409        18               10               3                14995.601361     2.000000         7497.800681      0.555556         6376.801850      40683440.571752  6378.357200      0.850697         1.000000        
8                deep             35               100              171.023196       56               16               3                14995.601361     2.000000         7497.800681      0.285714         6072.530940      36895470.753748  6074.164202      0.810126         1.000000        
9                deep             35               1000             1555.102814      717              109              9                14995.601361     2.000000         7497.800681      0.152022         6844.281900      46895604.193570  6848.036521      0.913339         1.000000        
11               central          0                0                0.000000         0                3                3                14995.601361     2.000000         7497.800681      Infinity         7193.529771      51766709.299854  7194.908568      0.959603         1.000000        
12               deep             9                9                13.446379        4                3                3                14995.601361     2.000000         7497.800681      0.750000         7228.288939      52267999.723705  7229.661107      0.964238         1.000000        
13               deep             9                100              120.039836       39               6                4                14995.601361     2.000000         7497.800681      0.153846         7309.142461      53434054.567753  7309.860092      0.974934         1.000000        
14               deep             9                1000             1354.907916      614              59               6                14995.601361     2.000000         7497.800681      0.096091         6707.521562      45027208.727129  6710.231645      0.894960         1.000000        
15               central          161              161              299.223868       85               32               3                14995.601361     2.000000         7497.800681      0.376471         5465.194767      29888192.580022  5467.009473      0.729148         1.000000        
16               central          0                100              187.562129       49               8                0                14995.601361     2.000000         0.000000         0.163265         0.000000         0.000000         0.000000         NaN              0.000000        
17               central          161              1000             1753.335696      751              367              15               14995.601361     2.000000         7497.800681      0.488682         5888.868802      34881791.165732  5906.080863      0.787708         1.000000        
18               central          665              665              11931.119063     642              97               4                14995.601361     2.000000         7497.800681      0.151090         3997.993218      15994440.813963  3999.305041      0.533397         1.000000        
21               central          104              104              185.355455       56               6                5                14995.601361     1.500000         9997.067574      0.107143         6433.404018      46570708.314484  6824.273464      0.682628         1.000000        
22               central          0                100              177.061933       53               4                3                14995.601361     1.100000         13632.364874     0.075472         9571.432237      114892230.183034 10718.779323     0.786274         1.000000        
26               central          9                9                8.162118         5                3                3                14995.601361     2.000000         7497.800681      0.600000         7228.288939      52267999.723705  7229.661107      0.964238         1.000000        
27               central          9                100              75.890826        53               4                3                14995.601361     2.000000         7497.800681      0.075472         7228.288939      52267999.723705  7229.661107      0.964238         1.000000        
28               central          9                1000             688.100203       729              135              5                14995.601361     2.000000         7497.800681      0.185185         6112.022750      37415925.248980  6116.855830      0.815820         1.000000        
