no             hash           iter           num_dupl       lambda         welfare        [solution] [dupl]
1              992            2              31             0.500000       6575.619016    [1 0] [8 13 19 24 29 34 39 44 50 55 60 65 70 75 80 86 91 96 101 106 111 116 122 127 132 137 142 147 152 158 163]
2              962            4              31             0.326276       11092.856803   [0 1] [10 16 20 26 31 36 41 46 51 56 62 67 72 77 82 87 92 98 103 108 113 118 123 128 134 139 144 149 154 159 164]
3              961            6              30             0.173724       0.000000       [0 0] [12 17 22 27 32 38 43 48 53 58 63 68 74 79 84 89 94 99 104 110 115 120 125 130 135 140 146 151 156 161]
