no             hash           iter           num_dupl       lambda         welfare        [solution] [dupl]
1              992            2              0              0.500000       6575.619016    [1 0] []
2              962            4              0              0.326276       11092.856803   [0 1] []
3              961            6              0              0.173724       0.000000       [0 0] []
