no             hash           iter           num_dupl       lambda         welfare        [solution] [dupl]
1              992            2              2              0.500000       6575.619016    [1 0] [5 9]
2              962            3              1              0.326276       11092.856803   [0 1] [7]
3              961            10             0              0.173724       0.000000       [0 0] []
