no             hash           iter           num_dupl       lambda         welfare        [solution] [dupl]
1              992            1              4              0.500000       6575.619016    [1 0] [3 7 10 13]
2              962            2              3              0.326276       11092.856803   [0 1] [5 9 11]
3              961            14             0              0.173724       0.000000       [0 0] []
